session_id,user_id,session_date,landing_page,utm_source,utm_campaign,pageviews,conversions
S00442,U0318,2025-07-10,/blog,twitter,test-q3,6,0
S00443,U0059,2025-07-10,/,linkedin,cxo-q3,1,0
S00444,U0425,2025-07-10,/enterprise,linkedin,abm-q3,9,0
S00445,U0360,2025-07-10,/,google,brand-q3,3,0
S00446,U0421,2025-07-10,/enterprise,facebook,top-q3,2,0
S00447,U0101,2025-07-10,/pricing,google,demo-q3,7,0
S00448,U0423,2025-07-10,/pricing,facebook,retarget-q3,2,0
S00449,U0024,2025-07-10,/enterprise,organic,,2,0
S00450,U0231,2025-07-10,/solutions,organic,,9,0
S00451,U0256,2025-07-10,/,,,1,0
S00452,U0222,2025-07-10,/blog,twitter,test-q3,9,0
S00453,U0467,2025-07-10,/pricing,organic,,3,0
S00454,U0066,2025-07-10,/,facebook,top-q3,10,0
S00455,U0165,2025-07-10,/blog,facebook,top-q3,7,2
S00456,U0469,2025-07-10,/enterprise,linkedin,cxo-q3,5,0
S00457,U0176,2025-07-10,/demo,twitter,test-q3,3,0
S00458,U0309,2025-07-10,/enterprise,,,5,0
S00459,U0281,2025-07-10,/demo,,,4,0
S00460,U0320,2025-07-10,/enterprise,linkedin,abm-q3,6,1
S00461,U0068,2025-07-10,/enterprise,google,exp-q3,9,0
S00462,U0327,2025-07-10,/demo,google,demo-q3,6,0
S00463,U0299,2025-07-10,/blog,facebook,top-q3,9,0
S00464,U0434,2025-07-10,/solutions,google,brand-q3,9,0
S00465,U0196,2025-07-10,/pricing,google,brand-q3,1,0
S00466,U0385,2025-07-10,/pricing,linkedin,abm-q3,5,0
S00467,U0032,2025-07-10,/enterprise,linkedin,abm-q3,4,0
S00468,U0017,2025-07-10,/demo,twitter,test-q3,2,0
S00469,U0346,2025-07-10,/enterprise,,,4,0
S00470,U0288,2025-07-10,/solutions,linkedin,cxo-q3,9,0
S00471,U0409,2025-07-10,/enterprise,linkedin,abm-q3,1,1
S00472,U0199,2025-07-10,/solutions,facebook,retarget-q3,9,0
S00473,U0381,2025-07-10,/demo,linkedin,cxo-q3,10,1
S00474,U0441,2025-07-10,/solutions,linkedin,cxo-q3,6,0
S00475,U0280,2025-07-10,/enterprise,organic,,4,0
S00476,U0494,2025-07-10,/pricing,linkedin,abm-q3,8,0
S00477,U0350,2025-07-10,/,google,exp-q3,3,0
S00478,U0062,2025-07-10,/solutions,google,brand-q3,7,0
S00479,U0136,2025-07-10,/pricing,google,exp-q3,10,0
S00480,U0003,2025-07-10,/demo,twitter,test-q3,3,0
S00481,U0476,2025-07-10,/demo,organic,,1,0
S00482,U0321,2025-07-10,/blog,linkedin,abm-q3,8,0
S00483,U0282,2025-07-10,/demo,google,demo-q3,6,0
S00484,U0490,2025-07-10,/pricing,,,2,0
S00485,U0082,2025-07-10,/solutions,,,9,0
S00486,U0179,2025-07-10,/pricing,linkedin,cxo-q3,6,0
S00487,U0151,2025-07-10,/pricing,organic,,9,0
S00488,U0288,2025-07-10,/enterprise,google,brand-q3,2,0
S00489,U0229,2025-07-10,/pricing,organic,,10,0
S00490,U0021,2025-07-10,/enterprise,facebook,retarget-q3,7,1
S00491,U0484,2025-07-10,/,facebook,top-q3,5,0
S00492,U0145,2025-07-10,/,,,6,0
S00493,U0261,2025-07-10,/solutions,twitter,test-q3,1,0
S00494,U0334,2025-07-10,/pricing,facebook,retarget-q3,9,0
S00495,U0050,2025-07-10,/pricing,,,9,0
S00496,U0034,2025-07-10,/pricing,linkedin,cxo-q3,7,0
S00497,U0106,2025-07-10,/blog,facebook,top-q3,2,0
S00498,U0079,2025-07-10,/,twitter,test-q3,6,0
S00499,U0038,2025-07-10,/,google,exp-q3,5,0
S00500,U0295,2025-07-10,/pricing,linkedin,abm-q3,7,0
S00501,U0323,2025-07-10,/solutions,facebook,top-q3,6,0
S00502,U0061,2025-07-11,/blog,google,brand-q3,10,0
S00503,U0382,2025-07-11,/blog,google,brand-q3,2,0
S00504,U0258,2025-07-11,/,linkedin,abm-q3,5,0
S00505,U0145,2025-07-11,/solutions,facebook,top-q3,7,0
S00506,U0016,2025-07-11,/solutions,google,exp-q3,9,0
S00507,U0383,2025-07-11,/solutions,,,5,1
S00508,U0074,2025-07-11,/demo,facebook,retarget-q3,1,0
S00509,U0285,2025-07-11,/pricing,google,demo-q3,1,0
S00510,U0306,2025-07-11,/solutions,,,9,1
S00511,U0157,2025-07-11,/pricing,facebook,retarget-q3,4,0
S00512,U0331,2025-07-11,/blog,google,exp-q3,3,0
S00513,U0316,2025-07-11,/demo,linkedin,cxo-q3,2,0
S00514,U0410,2025-07-11,/blog,google,brand-q3,9,0
S00515,U0282,2025-07-11,/,linkedin,abm-q3,2,0
S00516,U0102,2025-07-11,/enterprise,organic,,8,1
S00517,U0183,2025-07-11,/pricing,linkedin,cxo-q3,2,0
S00518,U0036,2025-07-11,/pricing,facebook,retarget-q3,8,0
S00519,U0316,2025-07-11,/enterprise,linkedin,abm-q3,10,0
S00520,U0291,2025-07-11,/demo,facebook,retarget-q3,7,0
S00521,U0161,2025-07-11,/pricing,linkedin,cxo-q3,7,0
S00522,U0185,2025-07-11,/pricing,facebook,retarget-q3,8,0
S00523,U0184,2025-07-11,/demo,twitter,test-q3,9,0
S00524,U0331,2025-07-11,/blog,google,demo-q3,5,1
S00525,U0072,2025-07-11,/blog,linkedin,cxo-q3,5,0
S00526,U0321,2025-07-11,/,google,demo-q3,1,0
S00527,U0324,2025-07-11,/,organic,,10,0
S00528,U0303,2025-07-11,/pricing,google,brand-q3,9,0
S00529,U0458,2025-07-11,/blog,twitter,test-q3,3,0
S00530,U0115,2025-07-11,/blog,linkedin,abm-q3,3,0
S00531,U0262,2025-07-11,/,facebook,top-q3,6,0
S00532,U0340,2025-07-11,/pricing,organic,,3,0
S00533,U0072,2025-07-11,/solutions,google,exp-q3,3,0
S00534,U0290,2025-07-11,/enterprise,google,exp-q3,8,1
S00535,U0021,2025-07-11,/pricing,twitter,test-q3,4,0
S00536,U0190,2025-07-11,/pricing,google,brand-q3,4,0
S00537,U0406,2025-07-11,/demo,facebook,top-q3,8,1
S00538,U0452,2025-07-11,/,google,brand-q3,6,0
S00539,U0496,2025-07-11,/blog,linkedin,abm-q3,5,0
S00540,U0292,2025-07-11,/pricing,facebook,top-q3,7,0
S00541,U0335,2025-07-11,/,,,5,0
S00542,U0465,2025-07-11,/pricing,,,7,0
S00543,U0445,2025-07-11,/demo,twitter,test-q3,8,1
S00544,U0004,2025-07-11,/blog,google,exp-q3,8,0
S00545,U0040,2025-07-11,/blog,linkedin,abm-q3,4,0
S00546,U0081,2025-07-11,/demo,organic,,2,0
S00547,U0213,2025-07-11,/demo,google,demo-q3,8,0
S00548,U0246,2025-07-11,/pricing,organic,,3,0
S00549,U0211,2025-07-11,/,linkedin,cxo-q3,1,0
S00550,U0304,2025-07-11,/pricing,google,exp-q3,9,0
S00551,U0294,2025-07-11,/pricing,google,brand-q3,3,0
S00552,U0093,2025-07-11,/blog,facebook,top-q3,10,1
S00553,U0327,2025-07-11,/,linkedin,abm-q3,2,0
S00554,U0311,2025-07-11,/solutions,twitter,test-q3,3,0
S00555,U0211,2025-07-11,/blog,google,exp-q3,10,0
S00556,U0094,2025-07-11,/blog,,,5,0
S00557,U0352,2025-07-11,/demo,twitter,test-q3,10,0
S00558,U0118,2025-07-11,/solutions,facebook,top-q3,3,0
S00559,U0104,2025-07-11,/blog,,,7,0
S00560,U0311,2025-07-11,/,google,exp-q3,8,1
S00561,U0308,2025-07-11,/,,,9,0
S00562,U0048,2025-07-11,/solutions,google,exp-q3,10,0
S00563,U0001,2025-07-11,/enterprise,facebook,top-q3,9,0
S00564,U0448,2025-07-11,/,,,7,0
S00565,U0411,2025-07-11,/solutions,facebook,top-q3,6,0
S00566,U0380,2025-07-11,/enterprise,organic,,2,0
S00567,U0131,2025-07-11,/solutions,linkedin,cxo-q3,2,0
S00568,U0449,2025-07-11,/blog,facebook,top-q3,5,0
S00569,U0364,2025-07-11,/enterprise,google,brand-q3,10,0
S00570,U0267,2025-07-11,/,facebook,top-q3,4,0
S00571,U0162,2025-07-11,/solutions,facebook,retarget-q3,2,0
S00572,U0334,2025-07-11,/blog,linkedin,abm-q3,5,1
S00573,U0217,2025-07-11,/blog,facebook,retarget-q3,10,0
S00574,U0349,2025-07-11,/solutions,linkedin,cxo-q3,7,0
S00575,U0248,2025-07-12,/pricing,facebook,retarget-q3,9,0
S00576,U0130,2025-07-12,/demo,organic,,6,0
S00577,U0204,2025-07-12,/enterprise,google,exp-q3,2,0
S00578,U0229,2025-07-12,/enterprise,google,exp-q3,2,0
S00579,U0206,2025-07-12,/demo,,,10,0
S00580,U0362,2025-07-12,/,google,exp-q3,7,1
S00581,U0003,2025-07-12,/,google,exp-q3,8,1
S00582,U0223,2025-07-12,/,google,demo-q3,5,0
S00583,U0041,2025-07-12,/blog,google,brand-q3,7,1
S00584,U0206,2025-07-12,/blog,,,5,0
S00585,U0306,2025-07-12,/,google,exp-q3,8,0
S00586,U0104,2025-07-12,/enterprise,,,5,0
S00587,U0402,2025-07-12,/blog,,,9,0
S00588,U0315,2025-07-12,/pricing,google,brand-q3,6,0
S00589,U0001,2025-07-12,/pricing,google,demo-q3,5,0
S00590,U0181,2025-07-12,/enterprise,facebook,top-q3,7,0
S00591,U0266,2025-07-12,/,google,demo-q3,2,0
S00592,U0372,2025-07-12,/blog,organic,,6,0
S00593,U0418,2025-07-12,/demo,linkedin,cxo-q3,10,1
S00594,U0233,2025-07-12,/solutions,organic,,1,0
S00595,U0209,2025-07-12,/blog,google,demo-q3,9,0
S00596,U0151,2025-07-12,/demo,google,demo-q3,9,1
S00597,U0449,2025-07-12,/blog,organic,,5,0
S00598,U0495,2025-07-12,/solutions,organic,,8,0
S00599,U0388,2025-07-12,/demo,twitter,test-q3,8,1
S00600,U0442,2025-07-12,/,twitter,test-q3,2,0
S00601,U0196,2025-07-12,/enterprise,linkedin,cxo-q3,4,0
S00602,U0212,2025-07-12,/demo,,,9,0
S00603,U0427,2025-07-12,/demo,linkedin,cxo-q3,5,0
S00604,U0345,2025-07-12,/enterprise,facebook,retarget-q3,2,0
S00605,U0092,2025-07-12,/solutions,facebook,retarget-q3,6,0
S00606,U0294,2025-07-12,/demo,google,exp-q3,4,0
S00607,U0103,2025-07-12,/pricing,linkedin,cxo-q3,5,0
S00608,U0104,2025-07-12,/pricing,organic,,6,0
S00609,U0055,2025-07-12,/,google,demo-q3,8,0
S00610,U0392,2025-07-12,/blog,google,brand-q3,8,0
S00611,U0162,2025-07-12,/solutions,organic,,5,0
S00612,U0392,2025-07-12,/blog,linkedin,abm-q3,7,0
S00613,U0296,2025-07-12,/pricing,google,brand-q3,9,0
S00614,U0245,2025-07-12,/blog,google,brand-q3,9,0
S00615,U0441,2025-07-12,/enterprise,google,exp-q3,8,2
S00616,U0358,2025-07-12,/blog,twitter,test-q3,6,0
S00617,U0007,2025-07-12,/enterprise,linkedin,cxo-q3,7,0
S00618,U0167,2025-07-12,/demo,organic,,5,0
S00619,U0135,2025-07-12,/pricing,linkedin,abm-q3,8,1
S00620,U0176,2025-07-12,/demo,google,exp-q3,8,0
S00621,U0215,2025-07-12,/enterprise,facebook,retarget-q3,6,1
S00622,U0144,2025-07-12,/solutions,google,exp-q3,10,0
S00623,U0295,2025-07-12,/enterprise,linkedin,cxo-q3,2,0
S00624,U0412,2025-07-12,/pricing,,,7,1
S00625,U0101,2025-07-12,/pricing,google,exp-q3,8,0
S00626,U0091,2025-07-12,/solutions,twitter,test-q3,3,2
S00627,U0435,2025-07-12,/enterprise,,,9,0
S00628,U0403,2025-07-12,/solutions,linkedin,abm-q3,5,0
S00629,U0291,2025-07-12,/,facebook,top-q3,2,0
S00630,U0031,2025-07-12,/pricing,linkedin,abm-q3,8,0
S00631,U0050,2025-07-12,/solutions,facebook,retarget-q3,5,0
S00632,U0287,2025-07-12,/blog,linkedin,abm-q3,6,0
S00633,U0063,2025-07-12,/demo,organic,,4,0
S00634,U0333,2025-07-12,/enterprise,,,3,2
S00635,U0146,2025-07-12,/demo,facebook,retarget-q3,9,0
S00636,U0378,2025-07-12,/solutions,google,demo-q3,7,0
S00637,U0238,2025-07-12,/enterprise,google,exp-q3,3,0
S00638,U0476,2025-07-12,/demo,facebook,top-q3,10,0
S00639,U0435,2025-07-12,/,google,demo-q3,3,0
S00640,U0163,2025-07-13,/enterprise,linkedin,abm-q3,5,0
S00641,U0203,2025-07-13,/demo,twitter,test-q3,6,0
S00642,U0267,2025-07-13,/solutions,facebook,top-q3,3,0
S00643,U0012,2025-07-13,/pricing,linkedin,cxo-q3,5,1
S00644,U0359,2025-07-13,/enterprise,google,demo-q3,4,0
S00645,U0053,2025-07-13,/,google,demo-q3,8,0
S00646,U0014,2025-07-13,/solutions,,,2,0
S00647,U0317,2025-07-13,/pricing,google,demo-q3,7,0
S00648,U0127,2025-07-13,/enterprise,linkedin,abm-q3,8,0
S00649,U0068,2025-07-13,/blog,google,exp-q3,1,0
S00650,U0183,2025-07-13,/demo,twitter,test-q3,8,2
S00651,U0277,2025-07-13,/demo,,,8,0
S00652,U0486,2025-07-13,/enterprise,,,3,0
S00653,U0234,2025-07-13,/enterprise,organic,,7,0
S00654,U0328,2025-07-13,/blog,linkedin,abm-q3,6,0
S00655,U0117,2025-07-13,/,twitter,test-q3,5,0
S00656,U0134,2025-07-13,/pricing,linkedin,abm-q3,1,0
S00657,U0418,2025-07-13,/pricing,facebook,retarget-q3,5,0
S00658,U0005,2025-07-13,/enterprise,twitter,test-q3,8,0
S00659,U0393,2025-07-13,/solutions,linkedin,abm-q3,10,0
S00660,U0004,2025-07-13,/blog,facebook,retarget-q3,4,0
S00661,U0288,2025-07-13,/solutions,facebook,top-q3,4,0
S00662,U0378,2025-07-13,/enterprise,facebook,top-q3,7,0
S00663,U0041,2025-07-13,/solutions,linkedin,cxo-q3,9,0
S00664,U0466,2025-07-13,/blog,linkedin,abm-q3,5,0
S00665,U0273,2025-07-13,/demo,facebook,top-q3,4,1
S00666,U0094,2025-07-13,/pricing,linkedin,abm-q3,2,0
S00667,U0317,2025-07-13,/solutions,linkedin,abm-q3,10,0
S00668,U0165,2025-07-13,/,google,exp-q3,1,1
S00669,U0012,2025-07-13,/pricing,google,demo-q3,5,0
S00670,U0367,2025-07-13,/solutions,google,brand-q3,4,0
S00671,U0008,2025-07-13,/solutions,linkedin,cxo-q3,6,0
S00672,U0403,2025-07-13,/solutions,facebook,retarget-q3,8,0
S00673,U0017,2025-07-13,/demo,google,demo-q3,3,0
S00674,U0398,2025-07-13,/solutions,google,demo-q3,9,0
S00675,U0099,2025-07-13,/demo,facebook,top-q3,1,0
S00676,U0394,2025-07-13,/enterprise,linkedin,cxo-q3,7,0
S00677,U0227,2025-07-13,/pricing,google,brand-q3,4,0
S00678,U0395,2025-07-13,/,,,4,0
S00679,U0349,2025-07-13,/demo,facebook,retarget-q3,3,0
S00680,U0022,2025-07-13,/enterprise,,,9,0
S00681,U0247,2025-07-13,/enterprise,linkedin,abm-q3,4,0
S00682,U0027,2025-07-13,/enterprise,linkedin,cxo-q3,2,0
S00683,U0223,2025-07-13,/demo,google,brand-q3,3,0
S00684,U0300,2025-07-13,/,facebook,top-q3,4,0
S00685,U0022,2025-07-13,/blog,twitter,test-q3,10,0
S00686,U0395,2025-07-13,/,linkedin,cxo-q3,3,0
S00687,U0352,2025-07-13,/blog,facebook,retarget-q3,1,0
S00688,U0331,2025-07-13,/pricing,,,2,0
S00689,U0120,2025-07-13,/demo,,,6,0
S00690,U0376,2025-07-14,/pricing,google,brand-q3,7,0
S00691,U0069,2025-07-14,/demo,google,brand-q3,8,0
S00692,U0287,2025-07-14,/demo,,,8,0
S00693,U0096,2025-07-14,/blog,facebook,retarget-q3,6,0
S00694,U0141,2025-07-14,/blog,,,3,0
S00695,U0080,2025-07-14,/solutions,linkedin,abm-q3,5,0
S00696,U0233,2025-07-14,/,,,7,0
S00697,U0453,2025-07-14,/,organic,,6,0
S00698,U0123,2025-07-14,/demo,google,demo-q3,9,0
S00699,U0098,2025-07-14,/blog,twitter,test-q3,9,0
S00700,U0145,2025-07-14,/demo,facebook,top-q3,6,0
S00701,U0268,2025-07-14,/enterprise,google,demo-q3,1,0
S00702,U0067,2025-07-14,/pricing,google,brand-q3,4,0
S00703,U0099,2025-07-14,/,google,brand-q3,10,0
S00704,U0199,2025-07-14,/enterprise,twitter,test-q3,9,0
S00705,U0303,2025-07-14,/demo,google,brand-q3,6,0
S00706,U0368,2025-07-14,/,google,brand-q3,4,0
S00707,U0476,2025-07-14,/,twitter,test-q3,1,0
S00708,U0381,2025-07-14,/solutions,facebook,retarget-q3,1,0
S00709,U0137,2025-07-14,/blog,google,brand-q3,2,0
S00710,U0040,2025-07-14,/pricing,,,2,0
S00711,U0119,2025-07-14,/blog,facebook,top-q3,4,0
S00712,U0337,2025-07-14,/pricing,organic,,3,0
S00713,U0286,2025-07-14,/solutions,google,demo-q3,10,0
S00714,U0235,2025-07-14,/enterprise,facebook,top-q3,2,0
S00715,U0093,2025-07-14,/blog,facebook,top-q3,9,0
S00716,U0081,2025-07-14,/blog,organic,,8,1
S00717,U0463,2025-07-14,/demo,,,6,0
S00718,U0212,2025-07-14,/enterprise,facebook,top-q3,6,0
S00719,U0289,2025-07-14,/blog,linkedin,cxo-q3,7,0
S00720,U0475,2025-07-14,/enterprise,linkedin,abm-q3,6,1
S00721,U0230,2025-07-14,/solutions,google,brand-q3,1,2
S00722,U0306,2025-07-14,/,,,3,2
S00723,U0155,2025-07-14,/,linkedin,abm-q3,4,0
S00724,U0162,2025-07-14,/,linkedin,abm-q3,9,0
S00725,U0293,2025-07-14,/blog,google,exp-q3,2,0
S00726,U0183,2025-07-14,/pricing,google,exp-q3,5,0
S00727,U0299,2025-07-14,/pricing,linkedin,cxo-q3,5,0
S00728,U0048,2025-07-14,/blog,facebook,top-q3,10,1
S00729,U0376,2025-07-14,/,facebook,retarget-q3,8,0
S00730,U0423,2025-07-14,/enterprise,organic,,2,0
S00731,U0154,2025-07-14,/,organic,,7,0
S00732,U0029,2025-07-14,/demo,facebook,retarget-q3,7,0
S00733,U0445,2025-07-14,/,linkedin,cxo-q3,10,1
S00734,U0325,2025-07-14,/enterprise,facebook,top-q3,1,0
S00735,U0022,2025-07-14,/demo,,,10,0
S00736,U0258,2025-07-14,/enterprise,linkedin,cxo-q3,3,0
S00737,U0375,2025-07-14,/solutions,twitter,test-q3,10,0
S00738,U0047,2025-07-14,/pricing,facebook,top-q3,5,0
S00739,U0076,2025-07-14,/pricing,facebook,retarget-q3,2,0
S00740,U0382,2025-07-14,/,,,7,0
S00741,U0205,2025-07-14,/blog,facebook,top-q3,3,0
S00742,U0247,2025-07-14,/blog,linkedin,cxo-q3,8,0
S00743,U0293,2025-07-14,/pricing,,,10,2
S00744,U0269,2025-07-14,/pricing,linkedin,cxo-q3,2,0
S00745,U0221,2025-07-14,/demo,organic,,2,0
S00746,U0212,2025-07-14,/solutions,facebook,retarget-q3,6,0
S00747,U0177,2025-07-14,/blog,google,brand-q3,5,0
S00748,U0316,2025-07-15,/solutions,organic,,3,0
S00749,U0474,2025-07-15,/pricing,linkedin,cxo-q3,6,0
S00750,U0373,2025-07-15,/,google,demo-q3,1,0
S00751,U0318,2025-07-15,/pricing,linkedin,abm-q3,1,0
S00752,U0412,2025-07-15,/,linkedin,abm-q3,8,0
S00753,U0170,2025-07-15,/pricing,,,4,0
S00754,U0268,2025-07-15,/demo,,,8,0
S00755,U0073,2025-07-15,/enterprise,google,brand-q3,7,0
S00756,U0340,2025-07-15,/blog,google,brand-q3,5,0
S00757,U0146,2025-07-15,/pricing,organic,,5,0
S00758,U0336,2025-07-15,/,google,demo-q3,7,0
S00759,U0340,2025-07-15,/enterprise,facebook,retarget-q3,2,0
S00760,U0445,2025-07-15,/enterprise,facebook,top-q3,4,2
S00761,U0261,2025-07-15,/enterprise,google,demo-q3,6,0
S00762,U0306,2025-07-15,/blog,google,demo-q3,3,0
S00763,U0495,2025-07-15,/solutions,,,1,0
S00764,U0473,2025-07-15,/blog,linkedin,abm-q3,6,0
S00765,U0382,2025-07-15,/pricing,google,brand-q3,6,0
S00766,U0182,2025-07-15,/enterprise,linkedin,abm-q3,4,2
S00767,U0257,2025-07-15,/demo,google,brand-q3,5,1
S00768,U0456,2025-07-15,/,,,5,0
S00769,U0175,2025-07-15,/solutions,google,exp-q3,2,0
S00770,U0267,2025-07-15,/enterprise,organic,,4,0
S00771,U0294,2025-07-15,/pricing,facebook,top-q3,5,1
S00772,U0169,2025-07-15,/solutions,,,3,0
S00773,U0071,2025-07-15,/blog,,,4,1
S00774,U0159,2025-07-15,/enterprise,,,3,0
S00775,U0466,2025-07-15,/pricing,organic,,3,0
S00776,U0286,2025-07-15,/blog,google,demo-q3,3,0
S00777,U0451,2025-07-15,/pricing,google,brand-q3,6,1
S00778,U0212,2025-07-15,/solutions,linkedin,abm-q3,8,0
S00779,U0421,2025-07-15,/enterprise,linkedin,abm-q3,3,0
S00780,U0055,2025-07-15,/pricing,google,exp-q3,1,0
S00781,U0314,2025-07-15,/blog,linkedin,abm-q3,10,0
S00782,U0119,2025-07-15,/blog,linkedin,cxo-q3,4,0
S00783,U0184,2025-07-15,/,twitter,test-q3,3,0
S00784,U0310,2025-07-15,/solutions,facebook,retarget-q3,3,1
S00785,U0252,2025-07-15,/solutions,google,exp-q3,3,0
S00786,U0017,2025-07-15,/solutions,google,brand-q3,5,1
S00787,U0114,2025-07-15,/enterprise,linkedin,cxo-q3,4,0
S00788,U0475,2025-07-15,/solutions,organic,,8,0
S00789,U0444,2025-07-15,/solutions,linkedin,cxo-q3,7,0
S00790,U0022,2025-07-15,/blog,facebook,top-q3,6,0
S00791,U0481,2025-07-15,/enterprise,organic,,10,0
S00792,U0329,2025-07-15,/enterprise,google,brand-q3,9,0
S00793,U0234,2025-07-15,/,linkedin,cxo-q3,9,0
S00794,U0377,2025-07-15,/,,,7,0
S00795,U0323,2025-07-15,/,linkedin,cxo-q3,5,0
S00796,U0453,2025-07-15,/demo,linkedin,abm-q3,8,0
S00797,U0151,2025-07-15,/blog,google,brand-q3,9,1
S00798,U0238,2025-07-15,/enterprise,twitter,test-q3,2,0
S00799,U0058,2025-07-15,/pricing,organic,,9,0
S00800,U0166,2025-07-16,/solutions,google,brand-q3,3,0
S00801,U0460,2025-07-16,/enterprise,linkedin,cxo-q3,8,0
S00802,U0166,2025-07-16,/enterprise,google,exp-q3,2,0
S00803,U0362,2025-07-16,/solutions,facebook,retarget-q3,2,0
S00804,U0197,2025-07-16,/enterprise,,,10,1
S00805,U0194,2025-07-16,/blog,facebook,top-q3,1,0
S00806,U0468,2025-07-16,/demo,organic,,3,0
S00807,U0075,2025-07-16,/pricing,google,brand-q3,7,0
S00808,U0374,2025-07-16,/solutions,linkedin,abm-q3,3,0
S00809,U0068,2025-07-16,/pricing,google,brand-q3,10,0
S00810,U0007,2025-07-16,/solutions,twitter,test-q3,8,0
S00811,U0003,2025-07-16,/blog,twitter,test-q3,4,0
S00812,U0338,2025-07-16,/solutions,twitter,test-q3,7,0
S00813,U0308,2025-07-16,/blog,google,brand-q3,4,1
S00814,U0143,2025-07-16,/blog,,,4,0
S00815,U0076,2025-07-16,/,facebook,retarget-q3,1,0
S00816,U0017,2025-07-16,/enterprise,organic,,10,0
S00817,U0472,2025-07-16,/,google,brand-q3,2,0
S00818,U0092,2025-07-16,/pricing,linkedin,abm-q3,10,0
S00819,U0359,2025-07-16,/blog,organic,,9,0
S00820,U0234,2025-07-16,/enterprise,organic,,6,1
S00821,U0048,2025-07-16,/demo,facebook,retarget-q3,6,1
S00822,U0420,2025-07-16,/,facebook,top-q3,9,0
S00823,U0242,2025-07-16,/pricing,google,demo-q3,5,0
S00824,U0212,2025-07-16,/blog,linkedin,cxo-q3,4,0
S00825,U0056,2025-07-16,/blog,,,2,0
S00826,U0353,2025-07-16,/blog,linkedin,abm-q3,7,0
S00827,U0163,2025-07-16,/demo,,,10,2
S00828,U0182,2025-07-16,/pricing,organic,,10,0
S00829,U0374,2025-07-16,/enterprise,twitter,test-q3,8,0
S00830,U0453,2025-07-16,/blog,linkedin,cxo-q3,5,2
S00831,U0001,2025-07-16,/,google,brand-q3,8,0
S00832,U0061,2025-07-16,/enterprise,linkedin,cxo-q3,10,2
S00833,U0212,2025-07-16,/,facebook,retarget-q3,6,0
S00834,U0327,2025-07-16,/pricing,google,brand-q3,4,0
S00835,U0131,2025-07-16,/,linkedin,abm-q3,5,0
S00836,U0166,2025-07-16,/,google,demo-q3,6,0
S00837,U0371,2025-07-16,/blog,organic,,1,0
S00838,U0100,2025-07-16,/demo,facebook,retarget-q3,8,1
S00839,U0409,2025-07-16,/,google,exp-q3,8,0
S00840,U0236,2025-07-16,/blog,facebook,retarget-q3,8,0
S00841,U0212,2025-07-16,/enterprise,google,brand-q3,9,0
S00842,U0372,2025-07-16,/enterprise,facebook,retarget-q3,9,0
S00843,U0107,2025-07-16,/blog,facebook,retarget-q3,6,0
S00844,U0077,2025-07-16,/demo,google,brand-q3,6,2
S00845,U0321,2025-07-16,/blog,google,exp-q3,10,0
S00846,U0096,2025-07-16,/blog,google,demo-q3,5,0
S00847,U0162,2025-07-16,/enterprise,google,brand-q3,5,0
S00848,U0255,2025-07-16,/pricing,facebook,retarget-q3,8,0
S00849,U0155,2025-07-16,/pricing,,,5,0
S00850,U0192,2025-07-16,/,linkedin,cxo-q3,2,0
S00851,U0013,2025-07-16,/solutions,,,3,0
S00852,U0473,2025-07-16,/solutions,,,5,0
S00853,U0074,2025-07-16,/,,,3,0
S00854,U0019,2025-07-16,/solutions,facebook,top-q3,9,0
S00855,U0160,2025-07-16,/,organic,,2,0
S00856,U0053,2025-07-17,/blog,linkedin,abm-q3,1,0
S00857,U0160,2025-07-17,/enterprise,linkedin,cxo-q3,6,0
S00858,U0147,2025-07-17,/demo,,,6,0
S00859,U0344,2025-07-17,/,linkedin,abm-q3,3,0
S00860,U0059,2025-07-17,/,organic,,9,0
S00861,U0106,2025-07-17,/blog,facebook,retarget-q3,9,0
S00862,U0073,2025-07-17,/enterprise,linkedin,abm-q3,10,0
S00863,U0037,2025-07-17,/demo,organic,,6,0
S00864,U0026,2025-07-17,/pricing,google,brand-q3,8,1
S00865,U0026,2025-07-17,/,facebook,top-q3,1,0
S00866,U0201,2025-07-17,/pricing,organic,,10,0
S00867,U0354,2025-07-17,/enterprise,twitter,test-q3,10,0
S00868,U0171,2025-07-17,/pricing,,,2,2
S00869,U0387,2025-07-17,/solutions,organic,,3,0
S00870,U0411,2025-07-17,/enterprise,twitter,test-q3,2,0
S00871,U0351,2025-07-17,/enterprise,twitter,test-q3,8,0
S00872,U0115,2025-07-17,/pricing,organic,,5,1
S00873,U0201,2025-07-17,/pricing,facebook,retarget-q3,6,0
S00874,U0016,2025-07-17,/,twitter,test-q3,2,0
S00875,U0237,2025-07-17,/pricing,linkedin,abm-q3,6,0
S00876,U0066,2025-07-17,/blog,google,demo-q3,7,0
S00877,U0408,2025-07-17,/,facebook,retarget-q3,9,0
S00878,U0406,2025-07-17,/demo,,,8,0
S00879,U0212,2025-07-17,/pricing,organic,,4,0
S00880,U0499,2025-07-17,/solutions,facebook,top-q3,2,0
S00881,U0417,2025-07-17,/enterprise,organic,,7,0
S00882,U0223,2025-07-17,/blog,facebook,retarget-q3,9,0
S00883,U0089,2025-07-17,/enterprise,google,demo-q3,10,0
S00884,U0059,2025-07-17,/blog,organic,,8,0
S00885,U0050,2025-07-17,/solutions,google,exp-q3,5,1
S00886,U0036,2025-07-17,/blog,google,demo-q3,10,0
